Series Name	Series Code	Country Name	Country Code	2019 [YR2019]	2020 [YR2020]	2021 [YR2021]	2022 [YR2022]	2023 [YR2023]
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Afghanistan	AFG	86.803	84.296	82.565	79.735	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Africa Eastern and Southern	AFE	99.0855722587841	97.4135847695511	96.1814423061056	94.6881808086008	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Africa Western and Central	AFW	108.778535718496	107.580168950022	106.548067770779	104.671711904197	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Albania	ALB	15.013	14.672	14.517	14.46	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Algeria	DZA	12.303	12.057	11.714	11.564	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	American Samoa	ASM	30.65	30.191	30.036	29.989	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Andorra	AND	5.985	6.091	5.887	5.91	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Angola	AGO	141.278	139.825	138.402	135.792	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Antigua and Barbuda	ATG	30.83	32.959	33.11	32.262	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Arab World	ARB	47.4953387335782	46.5675612532463	45.6949406320179	44.6225285359955	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Argentina	ARG	46.153	39.866	39.065	37.932	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Armenia	ARM	19.041	18.571	18.511	18.305	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Aruba	ABW	18.906	16.522	14.154	13.697	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Australia	AUS	8.938	8.081	8.096	7.731	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Austria	AUT	5.499	5.363	5.521	5.243	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Azerbaijan	AZE	49.404	41.797	40.079	40.081	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bahamas, The	BHS	26.022	25.84	25.686	25.079	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bahrain	BHR	9.676	9.185	8.676	8.714	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bangladesh	BGD	77.678	76.411	75.496	73.345	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Barbados	BRB	42.163	42.421	42.297	41.864	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Belarus	BLR	11.83	11.904	11.85	11.191	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Belgium	BEL	5.304	5.239	5.33	5.105	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Belize	BLZ	64.404	56.671	57.127	56.569	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Benin	BEN	93.897	92.935	92.259	90.835	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bermuda	BMU	7.417	7.641	7.542	7.429	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bhutan	BTN	19.659	19.242	18.977	18.481	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bolivia	BOL	65.629	64.383	63.792	63.073	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bosnia and Herzegovina	BIH	10.223	10.049	9.86	9.384	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Botswana	BWA	51.149	50.083	49.324	48.343	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Brazil	BRA	50.015	46.296	45.2	43.582	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	British Virgin Islands	VGB	13.661	14.116	14.482	14.098	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Brunei Darussalam	BRN	9.955	10.026	9.978	9.524	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Bulgaria	BGR	39.245	39.218	38.605	38.215	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Burkina Faso	BFA	113.416	112.228	110.509	108.692	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Burundi	BDI	54.856	54.36	53.621	52.595	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cabo Verde	CPV	56.453	55.952	55.228	53.987	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cambodia	KHM	46.894	46.341	45.453	45.657	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cameroon	CMR	114.532	111.522	110.378	108.618	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Canada	CAN	6.888	6.985	6.978	6.618	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Caribbean small states	CSS	53.2759999078331	51.5138927526915	51.1797532063312	50.1176937037383	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cayman Islands	CYM	11.666	15.831	11.74	10.893	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Central African Republic	CAF	162.614	160.744	160.507	158.998	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Central Europe and the Baltics	CEB	19.3897226670954	19.2361308667097	19.0629012740777	18.434032025962	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Chad	TCD	143.448	141.338	138.306	135.678	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Channel Islands	CHI	10.5877268798617	10.7606287583078	11.0301769	10.737	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Chile	CHL	24.127	24.08	24.082	22.793	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	China	CHN	12.939	11.73	11.048	11.146	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Colombia	COL	61.82	59.708	59.034	57.612	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Comoros	COM	60.615	59.166	58.173	56.081	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Congo, Dem. Rep.	COD	110.747	109.898	108.962	107.481	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Congo, Rep.	COG	106.697	104.81	103.633	101.197	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Costa Rica	CRI	44.882	38.024	37.148	35.749	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cote d'Ivoire	CIV	107.17	105.891	104.968	103.293	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Croatia	HRV	9.062	8.895	8.637	8.236	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cuba	CUB	52.618	51.493	48.82	48.914	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Curacao	CUW	23.148	22.897	23.142	22.722	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Cyprus	CYP	6.955	6.896	6.827	6.825	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Czechia	CZE	9.851	9.839	9.709	9.364	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Denmark	DNK	2.123	1.893	1.908	1.814	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Djibouti	DJI	22.716	22.776	22.722	22.675	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Dominica	DMA	39.325	39.022	38.49	37.933	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Dominican Republic	DOM	78.455	68.278	65.629	63.198	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Early-demographic dividend	EAR	37.1866031054276	36.4222151274384	35.8616308055851	34.9403600574987	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	East Asia & Pacific	EAS	21.4174612313992	20.7360804108587	20.2487647530947	20.1018360800387	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	East Asia & Pacific (excluding high income)	EAP	23.0387360610171	22.2553904615941	21.6775341365977	21.497836357712	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	East Asia & Pacific (IDA & IBRD countries)	TEA	23.3271511328252	22.5294685249315	21.9370731286984	21.7464788083636	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Ecuador	ECU	67.77	63.944	63.163	62.065	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Egypt, Arab Rep.	EGY	46.431	45.672	44.767	43.603	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	El Salvador	SLV	57.808	56.83	55.89	54.546	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Equatorial Guinea	GNQ	148.872	143.936	139.706	136.439	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Eritrea	ERI	65.921	64.78	64.356	63.639	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Estonia	EST	8.687	8.829	8.764	8.1	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Eswatini	SWZ	71.813	70.784	69.934	68.426	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Ethiopia	ETH	71.691	70.643	69.221	66.502	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Euro area	EMU	7.08565307007954	6.98594353979177	7.09867382460715	6.98503849403079	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Europe & Central Asia	ECS	14.2038369302739	13.6807046788213	13.5582930092526	13.130594115445	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Europe & Central Asia (excluding high income)	ECA	21.8212757055397	20.5590352493962	20.0132241033088	19.4406930023359	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Europe & Central Asia (IDA & IBRD countries)	TEC	19.9252593567098	19.0704986051133	18.7393863406187	18.1249905048773	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	European Union	EUU	9.2874116406117	9.17471713040564	9.22803732801719	9.06646346314163	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Faroe Islands	FRO	9.257	9.45	9.86	9.697	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Fiji	FJI	27.206	27.103	26.843	26.141	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Finland	FIN	4.092	4.092	4.159	4.1	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Fragile and conflict affected situations	FCS	91.5169304312958	90.5860321475455	89.6614888371181	88.396878339882	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	France	FRA	9.662	9.407	9.529	9.442	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	French Polynesia	PYF	33.953	33.424	33.055	32.491	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Gabon	GAB	94.797	92.632	91.176	89.807	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Gambia, The	GMB	65.844	63.944	63.188	60.681	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Georgia	GEO	30.968	29.077	31.654	29.693	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Germany	DEU	7.524	7.417	7.465	7.186	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Ghana	GHA	66.576	65.152	64.176	63.41	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Gibraltar	GIB	12.243	11.982	11.88	11.911	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Greece	GRC	8.309	8.421	8.479	8.315	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Greenland	GRL	37.748	36.97	36.319	35.017	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Grenada	GRD	34.096	33.472	32.72	32.141	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Guam	GUM	35.43	35.357	35.305	33.869	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Guatemala	GTM	71.729	66.848	64.054	63.163	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Guinea	GIN	120.255	117.138	114.829	112.231	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Guinea-Bissau	GNB	91.379	88.923	87.537	85.775	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Guyana	GUY	68.995	67.801	66.556	64.636	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Haiti	HTI	54.241	53.643	52.545	51.837	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Heavily indebted poor countries (HIPC)	HPC	103.822542207194	102.305796505794	100.999990385375	99.4344100609132	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	High income	HIC	11.7753374452618	11.5437720342291	11.6345075590375	11.1975434180883	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Honduras	HND	73.802	72.874	71.972	71.333	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Hong Kong SAR, China	HKG	2.396	1.837	1.584	1.571	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Hungary	HUN	21.994	22.286	22.148	21.889	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	IBRD only	IBD	..	..	..	..	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Iceland	ISL	5.538	5.51	5.395	5.077	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	IDA & IBRD total	IBT	47.4626146977005	46.7435537121083	46.3849361490551	45.7547110301663	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	IDA blend	IDB	..	..	..	..	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	IDA only	IDX	..	..	..	..	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	IDA total	IDA	..	..	..	..	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	India	IND	17.701	17.278	17.234	16.299	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Indonesia	IDN	34.867	34.485	33.929	32.94	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Iran, Islamic Rep.	IRN	33.325	30.776	30.155	29.663	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Iraq	IRQ	65.122	63.664	62.192	61.151	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Ireland	IRL	5.796	5.867	5.941	5.872	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Isle of Man	IMN	18.605	17.887	17.886	17.518	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Israel	ISR	8.12	7.58	7.614	7.42	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Italy	ITA	3.878	3.881	3.993	3.899	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Jamaica	JAM	33.952	33.313	32.764	32.021	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Japan	JPN	2.808	2.887	2.903	2.813	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Jordan	JOR	26.578	25.812	25.369	24.87	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kazakhstan	KAZ	22.056	22.878	21.877	20.882	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kenya	KEN	69.578	64.939	64.185	62.61	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kiribati	KIR	43.123	41.865	40.477	39.585	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Korea, Dem. People's Rep.	PRK	2.327	2.245	2.325	2.447	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Korea, Rep.	KOR	2.387	2.371	2.211	2.108	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kosovo	XKX	8.113	8.187	8.225	8.047	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kuwait	KWT	5.998	5.934	5.638	5.298	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Kyrgyz Republic	KGZ	38.365	36.048	34.697	33.766	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Lao PDR	LAO	76.164	74.572	73.175	71.782	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Late-demographic dividend	LTE	21.914315873695	20.5579850425865	19.9051184331367	19.4767003133007	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Latin America & Caribbean	LCN	57.3036903913248	54.7700720033265	53.2248067619761	52.1709437659544	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Latin America & Caribbean (excluding high income)	LAC	56.9147208403864	54.2202063309159	52.5633835394848	51.4298814570739	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Latin America & the Caribbean (IDA & IBRD countries)	TLA	57.5384173536505	54.9839326320602	53.4401280917898	52.3676841588663	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Latvia	LVA	12.363	11.199	11.216	10.536	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Least developed countries: UN classification	LDC	95.9215484180848	94.7743274989733	93.7753468637834	92.3942345887019	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Lebanon	LBN	20.896	20.489	20.306	20.04	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Lesotho	LSO	91.187	89.727	89.568	89.077	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Liberia	LBR	128.605	126.41	123.38	121.996	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Libya	LBY	7.054	7.011	6.93	6.987	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Liechtenstein	LIE	3.151	3.052	3.019	2.98	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Lithuania	LTU	10.588	10.368	10.377	9.714	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Low & middle income	LMY	47.7742222516593	47.0546479758475	46.6953682428233	46.0817391350055	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Low income	LIC	98.1921207012963	96.8999285654266	95.6362757470197	93.9595436695653	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Lower middle income	LMC	45.8300549148118	45.4110305995815	45.3360563269356	44.6822854086717	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Luxembourg	LUX	4.306	4.298	4.304	4.248	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Macao SAR, China	MAC	2.677	2.665	2.684	2.664	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Madagascar	MDG	123.263	121.319	119.429	118.125	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Malawi	MWI	121.406	119.484	117.865	117.23	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Malaysia	MYS	9.353	9.315	9.271	9.127	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Maldives	MDV	8.02	7.62	7.291	6.814	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mali	MLI	153.834	152.159	150.062	147.652	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Malta	MLT	11.384	11.429	11.484	11.509	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Marshall Islands	MHL	63.645	60.315	58.035	57.47	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mauritania	MRT	79.489	78.855	78.013	76.845	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mauritius	MUS	24.31	24.551	24.564	24.023	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mexico	MEX	58.391	57.865	54.369	53.693	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Micronesia, Fed. Sts.	FSM	37.013	36.125	35.835	35.692	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Middle East & North Africa	MEA	36.6979520350254	35.7333857019118	35.0366458480478	34.2165469699296	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Middle East & North Africa (excluding high income)	MNA	40.0338627398719	38.9356417926325	38.1145506975979	37.2423355257791	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Middle East & North Africa (IDA & IBRD countries)	TMN	39.9466755902519	38.8532256648572	38.0352575716789	37.1584262812084	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Middle income	MIC	39.9071714997474	39.087218654668	38.6897914387725	38.0717664549949	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Moldova	MDA	28.975	27.354	27.795	27.208	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Monaco	MCO	7.149	7.175	7.162	6.929	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mongolia	MNG	31.077	27.774	26.708	25.031	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Montenegro	MNE	10.89	10.383	10.361	9.747	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Morocco	MAR	27.051	26.446	25.936	25.455	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Mozambique	MOZ	168.855	168.074	165.778	165.136	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Myanmar	MMR	33.102	33.089	33.043	32.764	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Namibia	NAM	66.943	65.67	64.944	63.074	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Nauru	NRU	75.816	74.078	72.479	71.085	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Nepal	NPL	66.239	64.938	63.837	63.358	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Netherlands	NLD	2.553	2.613	2.804	2.747	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	New Caledonia	NCL	21.809	21.86	21.829	21.274	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	New Zealand	NZL	13.616	12.853	12.63	11.799	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Nicaragua	NIC	88.623	87.361	85.648	83.964	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Niger	NER	175.476	172.925	170.462	168.04	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Nigeria	NGA	102.807	102.215	101.675	99.56	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	North America	NAC	15.5630105407816	15.0515208187011	15.1855665145841	14.3758962097849	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	North Macedonia	MKD	15.81	16.101	16.367	16.123	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Northern Mariana Islands	MNP	35.051	33.918	33.302	32.428	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Norway	NOR	2.397	2.313	2.336	2.195	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Not classified	INX	..	..	..	..	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	OECD members	OED	20.2576821321134	19.7336152304251	19.2196235107214	18.5275739712763	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Oman	OMN	11.317	10.306	9.944	9.693	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Other small states	OSS	31.4879594914877	31.1367918089548	30.813875436681	30.1464387991104	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Pacific island small states	PSS	44.9637663797049	44.44885382201	44.0204188588672	43.4750973854073	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Pakistan	PAK	43.891	43.213	42.269	41.205	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Palau	PLW	43.558	42.844	42.52	42.111	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Panama	PAN	71.789	70.838	69.912	68.49	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Papua New Guinea	PNG	57.098	56.415	55.25	54.335	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Paraguay	PRY	72.448	71.302	70.347	69.916	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Peru	PER	58.808	58.053	56.756	56.091	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Philippines	PHL	49.619	49.156	48.202	48.059	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Poland	POL	9.856	9.743	9.653	9.16	..
Adolescent fertility rate (births per 1,000 women ages 15-19)	SP.ADO.TFRT	Portugal	PRT	7.799	7.597	7.444	7.065	..
