Series Name	Series Code	Country Name	Country Code	2019 [YR2019]	2020 [YR2020]	2021 [YR2021]	2022 [YR2022]	2023 [YR2023]
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Kenya	KEN	92.9700012207031	91.5070037841797	95.1269989013672	96.2360000610352	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Kiribati	KIR	103.677001953125	102.072601318359	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Korea, Dem. People's Rep.	PRK	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Korea, Rep.	KOR	99.5402526855469	99.1011962890625	98.5342330932617	98.8864135742188	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Kosovo	XKX	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Kuwait	KWT	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Kyrgyz Republic	KGZ	98.1535263061523	96.2973022460938	94.6156768798828	93.5149993896484	95.6500015258789
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Lao PDR	LAO	100.605003356934	99.4700012207031	98.9469985961914	96.1999969482422	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Late-demographic dividend	LTE	101.225952148438	101.318092346191	101.616706848145	102.22004699707	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Latin America & Caribbean	LCN	104.006820678711	103.11060333252	102.609176635742	103.156867980957	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Latin America & Caribbean (excluding high income)	LAC	104.633270263672	103.492248535156	102.712249755859	103.162162780762	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Latin America & the Caribbean (IDA & IBRD countries)	TLA	104.086311340332	103.170623779297	102.655662536621	103.226249694824	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Latvia	LVA	100.005088806152	99.8990783691406	99.7919006347656	99.4768676757812	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Least developed countries: UN classification	LDC	101.677627563477	102.358291625977	101.748458862305	101.651229858398	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Lebanon	LBN	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Lesotho	LSO	..	..	..	86.5677185058594	84.4240264892578
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Liberia	LBR	..	72.188102722168	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Libya	LBY	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Liechtenstein	LIE	103.841812133789	101.442840576172	100.763359069824	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Lithuania	LTU	102.773628234863	102.799331665039	101.326637268066	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Low & middle income	LMY	98.4054107666016	99.0506362915039	99.0713195800781	100.561256408691	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Low income	LIC	96.6015930175781	97.632942199707	96.8047790527344	96.8374710083008	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Lower middle income	LMC	97.0935134887695	98.046012878418	98.4122467041016	101.115142822266	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Luxembourg	LUX	98.1641464233398	98.6141967773438	98.5407333374023	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Macao SAR, China	MAC	97.3499984741211	93.8439331054688	89.9418029785156	87.0841598510742	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Madagascar	MDG	130.682174682617	132.690002441406	147.794006347656	140.378997802734	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Malawi	MWI	140.14387512207	..	129.807006835938	128.649993896484	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Malaysia	MYS	101.981002807617	102.772003173828	102.095001220703	97.6279983520508	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Maldives	MDV	99.1760025024414	99.5790023803711	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mali	MLI	..	70.5830001831055	69.2470016479492	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Malta	MLT	97.5330123901367	96.325439453125	95.1580963134766	93.5518798828125	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Marshall Islands	MHL	106.76091003418	103.531303405762	103.898307800293	106.547836303711	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mauritania	MRT	93.4494705200195	89.6888275146484	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mauritius	MUS	99.2613067626953	98.686653137207	104.12020111084	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mexico	MEX	105.078788757324	104.506576538086	103.379371643066	102.090393066406	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Micronesia, Fed. Sts.	FSM	95.1790008544922	90.4710006713867	91.0960006713867	91.6169967651367	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Middle East & North Africa	MEA	96.080207824707	96.4629898071289	96.5403366088867	95.5038909912109	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Middle East & North Africa (excluding high income)	MNA	96.1458511352539	96.6734619140625	96.6420822143555	95.1486282348633	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Middle East & North Africa (IDA & IBRD countries)	TMN	96.1561279296875	96.6984024047852	96.6864700317383	95.1877899169922	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Middle income	MIC	98.7562026977539	99.3298416137695	99.5233993530273	101.315788269043	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Moldova	MDA	102.539520263672	105.52458190918	106.098098754883	106.034278869629	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Monaco	MCO	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mongolia	MNG	96.2160034179688	95.3560028076172	95.2689971923828	95.9420013427734	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Montenegro	MNE	98.8081970214844	99.3468627929688	99.8103179931641	100.715858459473	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Morocco	MAR	109.313812255859	110.699081420898	110.236251831055	112.630439758301	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Mozambique	MOZ	115.009841918945	116.64315032959	113.024002075195	118.00756072998	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Myanmar	MMR	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Namibia	NAM	131.216003417969	130.001998901367	130.335006713867	130.123001098633	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Nauru	NRU	103.968246459961	81.3114776611328	..	96.99169921875	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Nepal	NPL	140.787139892578	122.684677124023	117.610000610352	115.660003662109	121.139999389648
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Netherlands	NLD	104.26244354248	104.048957824707	104.079513549805	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	New Caledonia	NCL	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	New Zealand	NZL	98.4212417602539	97.6951293945312	98.0676727294922	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Nicaragua	NIC	107.070999145508	106.074996948242	105.38500213623	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Niger	NER	65.1478500366211	65.5130004882812	65.1377105712891	65.6503601074219	63.0509986877441
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Nigeria	NGA	83.1689987182617	86.8522415161133	86.3097991943359	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	North America	NAC	100.968650817871	99.7953033447266	97.8142166137695	97.9574584960938	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	North Macedonia	MKD	92.9411315917969	92.223503112793	92.4269180297852	91.9866561889648	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Northern Mariana Islands	MNP	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Norway	NOR	99.0888519287109	98.9382705688477	99.0479507446289	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Not classified	INX	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	OECD members	OED	102.132820129395	101.333641052246	100.862091064453	100.901252746582	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Oman	OMN	101.608306884766	93.9161987304688	89.5740280151367	90.9984893798828	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Other small states	OSS	102.724571228027	102.939636230469	102.530708312988	102.864959716797	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Pacific island small states	PSS	106.715408325195	105.422210693359	105.750457763672	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Pakistan	PAK	76.7972869873047	..	77.4309997558594	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Palau	PLW	..	104.207572937012	104.040397644043	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Panama	PAN	92.9160003662109	93.8314895629883	100.174430847168	101.033996582031	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Papua New Guinea	PNG	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Paraguay	PRY	88.6549987792969	91.2477111816406	92.142951965332	92.695671081543	89.9209976196289
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Peru	PER	102.4296875	106.71492767334	107.303283691406	107.93302154541	107.571998596191
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Philippines	PHL	95.8199996948242	95.8759994506836	90.6060028076172	91.7289962768555	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Poland	POL	94.3685913085938	80.8155670166016	95.0385894775391	99.8606185913086	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Portugal	PRT	104.095230102539	104.677337646484	104.384429931641	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Post-demographic dividend	PST	101.030639648438	100.525146484375	99.8449783325195	99.8786926269531	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Pre-demographic dividend	PRE	94.4751586914062	95.2485198974609	95.7599029541016	95.884651184082	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Puerto Rico	PRI	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Qatar	QAT	103.389793395996	101.98371887207	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Romania	ROU	92.1894226074219	87.0082626342773	90.2294921875	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Russian Federation	RUS	103.676193237305	104.651710510254	103.507652282715	101.705062866211	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Rwanda	RWA	128.136535644531	..	138.275146484375	134.973190307617	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Samoa	WSM	104.578300476074	102.256401062012	105.888191223145	103.93399810791	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	San Marino	SMR	101.23609161377	95.0494995117188	96.9426803588867	99.0691528320312	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sao Tome and Principe	STP	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Saudi Arabia	SAU	104.213218688965	103.629898071289	102.907653808594	101.729843139648	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Senegal	SEN	88.9523315429688	90.5568771362305	89.2337112426758	90.1855087280273	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Serbia	SRB	99.4658737182617	97.9323577880859	97.0555114746094	89.4754028320312	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Seychelles	SYC	97.2153015136719	97.9071731567383	96.742057800293	98.0049896240234	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sierra Leone	SLE	143.643142700195	141.117706298828	155.908645629883	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Singapore	SGP	100.684967041016	100.512939453125	99.687141418457	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sint Maarten (Dutch part)	SXM	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Slovak Republic	SVK	97.8878021240234	99.7007675170898	100.033538818359	100.442626953125	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Slovenia	SVN	99.6802215576172	100.06925201416	99.7294998168945	100.303680419922	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Small states	SST	102.177421569824	102.175048828125	101.787208557129	101.928497314453	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Solomon Islands	SLB	104.872749328613	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Somalia	SOM	..	..	..	..	19.2384796142578
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	South Africa	ZAF	100.153678894043	98.3542709350586	96.9314727783203	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	South Asia	SAS	96.1064910888672	97.2856674194336	98.0444793701172	103.734329223633	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	South Asia (IDA & IBRD)	TSA	96.1064910888672	97.2856674194336	98.0444793701172	103.734329223633	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	South Sudan	SSD	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Spain	ESP	103.812759399414	103.888252258301	103.133712768555	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sri Lanka	LKA	97.2717514038086	97.762939453125	97.9449996948242	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	St. Kitts and Nevis	KNA	111.488998413086	..	121.093040466309	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	St. Lucia	LCA	100.437072753906	101.071899414062	101.944000244141	104.640998840332	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	St. Martin (French part)	MAF	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	St. Vincent and the Grenadines	VCT	112.61499786377	114.351997375488	112.849998474121	111.328002929688	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sub-Saharan Africa	SSF	96.6564331054688	97.5708312988281	97.0043563842773	97.0867004394531	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sub-Saharan Africa (excluding high income)	SSA	96.6564025878906	97.5708084106445	97.0043792724609	97.0866622924805	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sub-Saharan Africa (IDA & IBRD countries)	TSS	96.6564331054688	97.5708312988281	97.0043563842773	97.0867004394531	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sudan	SDN	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Suriname	SUR	102.70320892334	102.848167419434	95.608512878418	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Sweden	SWE	123.095062255859	122.771789550781	120.985420227051	120.383171081543	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Switzerland	CHE	101.509658813477	101.568092346191	101.366889953613	101.311798095703	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Syrian Arab Republic	SYR	..	71.0793380737305	70.0925216674805	74.3142776489258	79.6589813232422
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Tajikistan	TJK	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Tanzania	TZA	95.6221084594727	96.9761810302734	97.5691528320312	97.5619964599609	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Thailand	THA	98.8970031738281	99.0749969482422	99.0670013427734	101.168998718262	98.2119979858398
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Timor-Leste	TLS	112.093002319336	111.574996948242	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Togo	TGO	120.649917602539	122.486137390137	119.657089233398	121.214820861816	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Tonga	TON	111.160530090332	110.734001159668	107.648002624512	109.896003723145	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Trinidad and Tobago	TTO	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Tunisia	TUN	..	104.252799987793	103.904907226562	102.721961975098	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Turkiye	TUR	103.790626525879	102.976020812988	102.186958312988	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Turkmenistan	TKM	108.126350402832	109.851341247559	110.385887145996	110.87100982666	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Turks and Caicos Islands	TCA	112.179000854492	115.131576538086	113.691276550293	115.03401184082	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Tuvalu	TUV	94.6188278198242	97.0457916259766	101.914581298828	96.9026489257812	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Uganda	UGA	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Ukraine	UKR	91.1749572753906	91.5619888305664	91.5652923583984	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	United Arab Emirates	ARE	117.873992919922	117.855522155762	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	United Kingdom	GBR	99.1023330688477	98.588623046875	102.15885925293	98.5782012939453	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	United States	USA	101.343742370605	100.054336547852	98.0067672729492	96.9851684570312	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Upper middle income	UMC	101.288948059082	101.280410766602	101.205093383789	101.620498657227	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Uruguay	URY	104.135452270508	104.781227111816	107.103523254395	105.216003417969	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Uzbekistan	UZB	100.189613342285	99.2119979858398	97.8109970092773	93.8300018310547	94.1750030517578
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Vanuatu	VUT	112.567543029785	113.508941650391	112.396392822266	108.628997802734	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Venezuela, RB	VEN	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Viet Nam	VNM	118.199829101562	119.946617126465	120.794998168945	124.160003662109	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Virgin Islands (U.S.)	VIR	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	West Bank and Gaza	PSE	95.1873168945312	94.3350677490234	92.4531707763672	91.4597320556641	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	World	WLD	98.6313705444336	99.1292190551758	99.1442489624023	100.51392364502	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Yemen, Rep.	YEM	..	..	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Zambia	ZMB	97.4160003662109	95.9779968261719	..	..	..
School enrollment, primary, female (% gross)	SE.PRM.ENRR.FE	Zimbabwe	ZWE	96.2859268188477	96.6419677734375	95.4680023193359	95.3889999389648	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Afghanistan	AFG	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Africa Eastern and Southern	AFE	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Africa Western and Central	AFW	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Albania	ALB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Algeria	DZA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	American Samoa	ASM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Andorra	AND	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Angola	AGO	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Antigua and Barbuda	ATG	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Arab World	ARB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Argentina	ARG	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Armenia	ARM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Aruba	ABW	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Australia	AUS	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Austria	AUT	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Azerbaijan	AZE	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bahamas, The	BHS	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bahrain	BHR	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bangladesh	BGD	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Barbados	BRB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Belarus	BLR	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Belgium	BEL	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Belize	BLZ	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Benin	BEN	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bermuda	BMU	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bhutan	BTN	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bolivia	BOL	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bosnia and Herzegovina	BIH	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Botswana	BWA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Brazil	BRA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	British Virgin Islands	VGB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Brunei Darussalam	BRN	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Bulgaria	BGR	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Burkina Faso	BFA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Burundi	BDI	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cabo Verde	CPV	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cambodia	KHM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cameroon	CMR	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Canada	CAN	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Caribbean small states	CSS	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cayman Islands	CYM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Central African Republic	CAF	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Central Europe and the Baltics	CEB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Chad	TCD	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Channel Islands	CHI	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Chile	CHL	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	China	CHN	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Colombia	COL	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Comoros	COM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Congo, Dem. Rep.	COD	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Congo, Rep.	COG	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Costa Rica	CRI	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cote d'Ivoire	CIV	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Croatia	HRV	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cuba	CUB	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Curacao	CUW	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Cyprus	CYP	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Czechia	CZE	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Denmark	DNK	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Djibouti	DJI	66.478	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Dominica	DMA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Dominican Republic	DOM	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Early-demographic dividend	EAR	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	East Asia & Pacific	EAS	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	East Asia & Pacific (excluding high income)	EAP	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	East Asia & Pacific (IDA & IBRD countries)	TEA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Ecuador	ECU	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Egypt, Arab Rep.	EGY	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	El Salvador	SLV	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Equatorial Guinea	GNQ	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Eritrea	ERI	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Estonia	EST	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Eswatini	SWZ	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Ethiopia	ETH	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Euro area	EMU	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Europe & Central Asia	ECS	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Europe & Central Asia (excluding high income)	ECA	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Europe & Central Asia (IDA & IBRD countries)	TEC	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	European Union	EUU	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Faroe Islands	FRO	..	..	..	..	..
School enrollment, primary, female (% net)	SE.PRM.NENR.FE	Fiji	FJI	..	..	..	..	..
